Timestamp,Value,Value_Classification,BTC_Closing,BTC_Volume,Hour,DayOfWeek
2018-10-07 06:00:00,29.0,Fear,6602.9501953125,3306630000,6,6
2018-10-07 07:00:00,29.0,Fear,6602.9501953125,3306630000,7,6
2018-10-07 08:00:00,29.0,Fear,6602.9501953125,3306630000,8,6
2018-10-07 09:00:00,29.0,Fear,6602.9501953125,3306630000,9,6
2018-10-07 10:00:00,29.0,Fear,6602.9501953125,3306630000,10,6
2018-10-07 11:00:00,29.0,Fear,6602.9501953125,3306630000,11,6
2018-10-07 12:00:00,29.0,Fear,6602.9501953125,3306630000,12,6
2018-10-07 13:00:00,29.0,Fear,6602.9501953125,3306630000,13,6
2018-10-07 14:00:00,29.0,Fear,6602.9501953125,3306630000,14,6
2018-10-07 15:00:00,29.0,Fear,6602.9501953125,3306630000,15,6
2018-10-07 16:00:00,29.0,Fear,6602.9501953125,3306630000,16,6
2018-10-07 17:00:00,29.0,Fear,6602.9501953125,3306630000,17,6
2018-10-07 18:00:00,29.0,Fear,6602.9501953125,3306630000,18,6
2018-10-07 19:00:00,29.0,Fear,6602.9501953125,3306630000,19,6
2018-10-07 20:00:00,29.0,Fear,6602.9501953125,3306630000,20,6
2018-10-07 21:00:00,29.0,Fear,6602.9501953125,3306630000,21,6
2018-10-07 22:00:00,29.0,Fear,6602.9501953125,3306630000,22,6
2018-10-07 23:00:00,29.0,Fear,6602.9501953125,3306630000,23,6
2018-10-08 00:00:00,26.0,Fear,6652.22998046875,3979460000,0,0
2018-10-08 01:00:00,26.0,Fear,6652.22998046875,3979460000,1,0
2018-10-08 02:00:00,26.0,Fear,6652.22998046875,3979460000,2,0
2018-10-08 03:00:00,26.0,Fear,6652.22998046875,3979460000,3,0
2018-10-08 04:00:00,26.0,Fear,6652.22998046875,3979460000,4,0
2018-10-08 05:00:00,26.0,Fear,6652.22998046875,3979460000,5,0
2018-10-08 06:00:00,26.0,Fear,6652.22998046875,3979460000,6,0
2018-10-08 07:00:00,26.0,Fear,6652.22998046875,3979460000,7,0
2018-10-08 08:00:00,26.0,Fear,6652.22998046875,3979460000,8,0
2018-10-08 09:00:00,26.0,Fear,6652.22998046875,3979460000,9,0
2018-10-08 10:00:00,26.0,Fear,6652.22998046875,3979460000,10,0
2018-10-08 11:00:00,26.0,Fear,6652.22998046875,3979460000,11,0
2018-10-08 12:00:00,26.0,Fear,6652.22998046875,3979460000,12,0
2018-10-08 13:00:00,26.0,Fear,6652.22998046875,3979460000,13,0
2018-10-08 14:00:00,26.0,Fear,6652.22998046875,3979460000,14,0
2018-10-08 15:00:00,26.0,Fear,6652.22998046875,3979460000,15,0
2018-10-08 16:00:00,26.0,Fear,6652.22998046875,3979460000,16,0
2018-10-08 17:00:00,26.0,Fear,6652.22998046875,3979460000,17,0
2018-10-08 18:00:00,26.0,Fear,6652.22998046875,3979460000,18,0
2018-10-08 19:00:00,26.0,Fear,6652.22998046875,3979460000,19,0
2018-10-08 20:00:00,26.0,Fear,6652.22998046875,3979460000,20,0
2018-10-08 21:00:00,26.0,Fear,6652.22998046875,3979460000,21,0
2018-10-08 22:00:00,26.0,Fear,6652.22998046875,3979460000,22,0
2018-10-08 23:00:00,26.0,Fear,6652.22998046875,3979460000,23,0
2018-10-09 00:00:00,31.0,Fear,6642.64013671875,3580810000,0,1
2018-10-09 01:00:00,31.0,Fear,6642.64013671875,3580810000,1,1
2018-10-09 02:00:00,31.0,Fear,6642.64013671875,3580810000,2,1
2018-10-09 03:00:00,31.0,Fear,6642.64013671875,3580810000,3,1
2018-10-09 04:00:00,31.0,Fear,6642.64013671875,3580810000,4,1
2018-10-09 05:00:00,31.0,Fear,6642.64013671875,3580810000,5,1
2018-10-09 06:00:00,31.0,Fear,6642.64013671875,3580810000,6,1
2018-10-09 07:00:00,31.0,Fear,6642.64013671875,3580810000,7,1
2018-10-09 08:00:00,31.0,Fear,6642.64013671875,3580810000,8,1
2018-10-09 09:00:00,31.0,Fear,6642.64013671875,3580810000,9,1
2018-10-09 10:00:00,31.0,Fear,6642.64013671875,3580810000,10,1
2018-10-09 11:00:00,31.0,Fear,6642.64013671875,3580810000,11,1
2018-10-09 12:00:00,31.0,Fear,6642.64013671875,3580810000,12,1
2018-10-09 13:00:00,31.0,Fear,6642.64013671875,3580810000,13,1
2018-10-09 14:00:00,31.0,Fear,6642.64013671875,3580810000,14,1
2018-10-09 15:00:00,31.0,Fear,6642.64013671875,3580810000,15,1
2018-10-09 16:00:00,31.0,Fear,6642.64013671875,3580810000,16,1
2018-10-09 17:00:00,31.0,Fear,6642.64013671875,3580810000,17,1
2018-10-09 18:00:00,31.0,Fear,6642.64013671875,3580810000,18,1
2018-10-09 19:00:00,31.0,Fear,6642.64013671875,3580810000,19,1
2018-10-09 20:00:00,31.0,Fear,6642.64013671875,3580810000,20,1
2018-10-09 21:00:00,31.0,Fear,6642.64013671875,3580810000,21,1
2018-10-09 22:00:00,31.0,Fear,6642.64013671875,3580810000,22,1
2018-10-09 23:00:00,31.0,Fear,6642.64013671875,3580810000,23,1
2018-10-10 00:00:00,28.0,Fear,6585.52978515625,3787650000,0,2
2018-10-10 01:00:00,28.0,Fear,6585.52978515625,3787650000,1,2
2018-10-10 02:00:00,28.0,Fear,6585.52978515625,3787650000,2,2
2018-10-10 03:00:00,28.0,Fear,6585.52978515625,3787650000,3,2
2018-10-10 04:00:00,28.0,Fear,6585.52978515625,3787650000,4,2
2018-10-10 05:00:00,28.0,Fear,6585.52978515625,3787650000,5,2
2018-10-10 06:00:00,28.0,Fear,6585.52978515625,3787650000,6,2
2018-10-10 07:00:00,28.0,Fear,6585.52978515625,3787650000,7,2
2018-10-10 08:00:00,28.0,Fear,6585.52978515625,3787650000,8,2
2018-10-10 09:00:00,28.0,Fear,6585.52978515625,3787650000,9,2
2018-10-10 10:00:00,28.0,Fear,6585.52978515625,3787650000,10,2
2018-10-10 11:00:00,28.0,Fear,6585.52978515625,3787650000,11,2
2018-10-10 12:00:00,28.0,Fear,6585.52978515625,3787650000,12,2
2018-10-10 13:00:00,28.0,Fear,6585.52978515625,3787650000,13,2
2018-10-10 14:00:00,28.0,Fear,6585.52978515625,3787650000,14,2
2018-10-10 15:00:00,28.0,Fear,6585.52978515625,3787650000,15,2
2018-10-10 16:00:00,28.0,Fear,6585.52978515625,3787650000,16,2
2018-10-10 17:00:00,28.0,Fear,6585.52978515625,3787650000,17,2
2018-10-10 18:00:00,28.0,Fear,6585.52978515625,3787650000,18,2
2018-10-10 19:00:00,28.0,Fear,6585.52978515625,3787650000,19,2
2018-10-10 20:00:00,28.0,Fear,6585.52978515625,3787650000,20,2
2018-10-10 21:00:00,28.0,Fear,6585.52978515625,3787650000,21,2
2018-10-10 22:00:00,28.0,Fear,6585.52978515625,3787650000,22,2
2018-10-10 23:00:00,28.0,Fear,6585.52978515625,3787650000,23,2
2018-10-11 00:00:00,19.0,Extreme Fear,6256.240234375,5181640000,0,3
2018-10-11 01:00:00,19.0,Extreme Fear,6256.240234375,5181640000,1,3
2018-10-11 02:00:00,19.0,Extreme Fear,6256.240234375,5181640000,2,3
2018-10-11 03:00:00,19.0,Extreme Fear,6256.240234375,5181640000,3,3
2018-10-11 04:00:00,19.0,Extreme Fear,6256.240234375,5181640000,4,3
2018-10-11 05:00:00,19.0,Extreme Fear,6256.240234375,5181640000,5,3
2018-10-11 06:00:00,19.0,Extreme Fear,6256.240234375,5181640000,6,3
2018-10-11 07:00:00,19.0,Extreme Fear,6256.240234375,5181640000,7,3
2018-10-11 08:00:00,19.0,Extreme Fear,6256.240234375,5181640000,8,3
2018-10-11 09:00:00,19.0,Extreme Fear,6256.240234375,5181640000,9,3
2018-10-11 10:00:00,19.0,Extreme Fear,6256.240234375,5181640000,10,3
2018-10-11 11:00:00,19.0,Extreme Fear,6256.240234375,5181640000,11,3
2018-10-11 12:00:00,19.0,Extreme Fear,6256.240234375,5181640000,12,3
2018-10-11 13:00:00,19.0,Extreme Fear,6256.240234375,5181640000,13,3
2018-10-11 14:00:00,19.0,Extreme Fear,6256.240234375,5181640000,14,3
2018-10-11 15:00:00,19.0,Extreme Fear,6256.240234375,5181640000,15,3
2018-10-11 16:00:00,19.0,Extreme Fear,6256.240234375,5181640000,16,3
2018-10-11 17:00:00,19.0,Extreme Fear,6256.240234375,5181640000,17,3
2018-10-11 18:00:00,19.0,Extreme Fear,6256.240234375,5181640000,18,3
2018-10-11 19:00:00,19.0,Extreme Fear,6256.240234375,5181640000,19,3
2018-10-11 20:00:00,19.0,Extreme Fear,6256.240234375,5181640000,20,3
2018-10-11 21:00:00,19.0,Extreme Fear,6256.240234375,5181640000,21,3
2018-10-11 22:00:00,19.0,Extreme Fear,6256.240234375,5181640000,22,3
2018-10-11 23:00:00,19.0,Extreme Fear,6256.240234375,5181640000,23,3
2018-10-12 00:00:00,13.0,Extreme Fear,6274.580078125,3783500000,0,4
2018-10-12 01:00:00,13.0,Extreme Fear,6274.580078125,3783500000,1,4
2018-10-12 02:00:00,13.0,Extreme Fear,6274.580078125,3783500000,2,4
2018-10-12 03:00:00,13.0,Extreme Fear,6274.580078125,3783500000,3,4
2018-10-12 04:00:00,13.0,Extreme Fear,6274.580078125,3783500000,4,4
2018-10-12 05:00:00,13.0,Extreme Fear,6274.580078125,3783500000,5,4
2018-10-12 06:00:00,13.0,Extreme Fear,6274.580078125,3783500000,6,4
2018-10-12 07:00:00,13.0,Extreme Fear,6274.580078125,3783500000,7,4
2018-10-12 08:00:00,13.0,Extreme Fear,6274.580078125,3783500000,8,4
2018-10-12 09:00:00,13.0,Extreme Fear,6274.580078125,3783500000,9,4
2018-10-12 10:00:00,13.0,Extreme Fear,6274.580078125,3783500000,10,4
2018-10-12 11:00:00,13.0,Extreme Fear,6274.580078125,3783500000,11,4
2018-10-12 12:00:00,13.0,Extreme Fear,6274.580078125,3783500000,12,4
2018-10-12 13:00:00,13.0,Extreme Fear,6274.580078125,3783500000,13,4
2018-10-12 14:00:00,13.0,Extreme Fear,6274.580078125,3783500000,14,4
2018-10-12 15:00:00,13.0,Extreme Fear,6274.580078125,3783500000,15,4
2018-10-12 16:00:00,13.0,Extreme Fear,6274.580078125,3783500000,16,4
2018-10-12 17:00:00,13.0,Extreme Fear,6274.580078125,3783500000,17,4
2018-10-12 18:00:00,13.0,Extreme Fear,6274.580078125,3783500000,18,4
2018-10-12 19:00:00,13.0,Extreme Fear,6274.580078125,3783500000,19,4
2018-10-12 20:00:00,13.0,Extreme Fear,6274.580078125,3783500000,20,4
2018-10-12 21:00:00,13.0,Extreme Fear,6274.580078125,3783500000,21,4
2018-10-12 22:00:00,13.0,Extreme Fear,6274.580078125,3783500000,22,4
2018-10-12 23:00:00,13.0,Extreme Fear,6274.580078125,3783500000,23,4
2018-10-13 00:00:00,15.0,Extreme Fear,6285.990234375,3064030000,0,5
2018-10-13 01:00:00,15.0,Extreme Fear,6285.990234375,3064030000,1,5
2018-10-13 02:00:00,15.0,Extreme Fear,6285.990234375,3064030000,2,5
2018-10-13 03:00:00,15.0,Extreme Fear,6285.990234375,3064030000,3,5
2018-10-13 04:00:00,15.0,Extreme Fear,6285.990234375,3064030000,4,5
2018-10-13 05:00:00,15.0,Extreme Fear,6285.990234375,3064030000,5,5
2018-10-13 06:00:00,15.0,Extreme Fear,6285.990234375,3064030000,6,5
2018-10-13 07:00:00,15.0,Extreme Fear,6285.990234375,3064030000,7,5
2018-10-13 08:00:00,15.0,Extreme Fear,6285.990234375,3064030000,8,5
2018-10-13 09:00:00,15.0,Extreme Fear,6285.990234375,3064030000,9,5
2018-10-13 10:00:00,15.0,Extreme Fear,6285.990234375,3064030000,10,5
2018-10-13 11:00:00,15.0,Extreme Fear,6285.990234375,3064030000,11,5
2018-10-13 12:00:00,15.0,Extreme Fear,6285.990234375,3064030000,12,5
2018-10-13 13:00:00,15.0,Extreme Fear,6285.990234375,3064030000,13,5
2018-10-13 14:00:00,15.0,Extreme Fear,6285.990234375,3064030000,14,5
2018-10-13 15:00:00,15.0,Extreme Fear,6285.990234375,3064030000,15,5
2018-10-13 16:00:00,15.0,Extreme Fear,6285.990234375,3064030000,16,5
2018-10-13 17:00:00,15.0,Extreme Fear,6285.990234375,3064030000,17,5
2018-10-13 18:00:00,15.0,Extreme Fear,6285.990234375,3064030000,18,5
2018-10-13 19:00:00,15.0,Extreme Fear,6285.990234375,3064030000,19,5
2018-10-13 20:00:00,15.0,Extreme Fear,6285.990234375,3064030000,20,5
2018-10-13 21:00:00,15.0,Extreme Fear,6285.990234375,3064030000,21,5
2018-10-13 22:00:00,15.0,Extreme Fear,6285.990234375,3064030000,22,5
2018-10-13 23:00:00,15.0,Extreme Fear,6285.990234375,3064030000,23,5
2018-10-14 00:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,0,6
2018-10-14 01:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,1,6
2018-10-14 02:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,2,6
2018-10-14 03:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,3,6
2018-10-14 04:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,4,6
2018-10-14 05:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,5,6
2018-10-14 06:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,6,6
2018-10-14 07:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,7,6
2018-10-14 08:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,8,6
2018-10-14 09:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,9,6
2018-10-14 10:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,10,6
2018-10-14 11:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,11,6
2018-10-14 12:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,12,6
2018-10-14 13:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,13,6
2018-10-14 14:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,14,6
2018-10-14 15:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,15,6
2018-10-14 16:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,16,6
2018-10-14 17:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,17,6
2018-10-14 18:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,18,6
2018-10-14 19:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,19,6
2018-10-14 20:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,20,6
2018-10-14 21:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,21,6
2018-10-14 22:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,22,6
2018-10-14 23:00:00,18.0,Extreme Fear,6290.93017578125,3085320000,23,6
2018-10-15 00:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,0,0
2018-10-15 01:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,1,0
2018-10-15 02:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,2,0
2018-10-15 03:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,3,0
2018-10-15 04:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,4,0
2018-10-15 05:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,5,0
2018-10-15 06:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,6,0
2018-10-15 07:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,7,0
2018-10-15 08:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,8,0
2018-10-15 09:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,9,0
2018-10-15 10:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,10,0
2018-10-15 11:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,11,0
2018-10-15 12:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,12,0
2018-10-15 13:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,13,0
2018-10-15 14:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,14,0
2018-10-15 15:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,15,0
2018-10-15 16:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,16,0
2018-10-15 17:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,17,0
2018-10-15 18:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,18,0
2018-10-15 19:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,19,0
2018-10-15 20:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,20,0
2018-10-15 21:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,21,0
2018-10-15 22:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,22,0
2018-10-15 23:00:00,20.0,Extreme Fear,6596.5400390625,7370770000,23,0
2018-10-16 00:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,0,1
2018-10-16 01:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,1,1
2018-10-16 02:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,2,1
2018-10-16 03:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,3,1
2018-10-16 04:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,4,1
2018-10-16 05:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,5,1
2018-10-16 06:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,6,1
2018-10-16 07:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,7,1
2018-10-16 08:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,8,1
2018-10-16 09:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,9,1
2018-10-16 10:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,10,1
2018-10-16 11:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,11,1
2018-10-16 12:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,12,1
2018-10-16 13:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,13,1
2018-10-16 14:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,14,1
2018-10-16 15:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,15,1
2018-10-16 16:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,16,1
2018-10-16 17:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,17,1
2018-10-16 18:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,18,1
2018-10-16 19:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,19,1
2018-10-16 20:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,20,1
2018-10-16 21:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,21,1
2018-10-16 22:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,22,1
2018-10-16 23:00:00,24.0,Extreme Fear,6596.10986328125,4074800000,23,1
2018-10-17 00:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,0,2
2018-10-17 01:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,1,2
2018-10-17 02:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,2,2
2018-10-17 03:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,3,2
2018-10-17 04:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,4,2
2018-10-17 05:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,5,2
2018-10-17 06:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,6,2
2018-10-17 07:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,7,2
2018-10-17 08:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,8,2
2018-10-17 09:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,9,2
2018-10-17 10:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,10,2
2018-10-17 11:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,11,2
2018-10-17 12:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,12,2
2018-10-17 13:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,13,2
2018-10-17 14:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,14,2
2018-10-17 15:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,15,2
2018-10-17 16:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,16,2
2018-10-17 17:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,17,2
2018-10-17 18:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,18,2
2018-10-17 19:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,19,2
2018-10-17 20:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,20,2
2018-10-17 21:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,21,2
2018-10-17 22:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,22,2
2018-10-17 23:00:00,23.0,Extreme Fear,6544.43017578125,4088420000,23,2
2018-10-18 00:00:00,26.0,Fear,6476.7099609375,3924080000,0,3
2018-10-18 01:00:00,26.0,Fear,6476.7099609375,3924080000,1,3
2018-10-18 02:00:00,26.0,Fear,6476.7099609375,3924080000,2,3
2018-10-18 03:00:00,26.0,Fear,6476.7099609375,3924080000,3,3
2018-10-18 04:00:00,26.0,Fear,6476.7099609375,3924080000,4,3
2018-10-18 05:00:00,26.0,Fear,6476.7099609375,3924080000,5,3
2018-10-18 06:00:00,26.0,Fear,6476.7099609375,3924080000,6,3
2018-10-18 07:00:00,26.0,Fear,6476.7099609375,3924080000,7,3
2018-10-18 08:00:00,26.0,Fear,6476.7099609375,3924080000,8,3
2018-10-18 09:00:00,26.0,Fear,6476.7099609375,3924080000,9,3
2018-10-18 10:00:00,26.0,Fear,6476.7099609375,3924080000,10,3
2018-10-18 11:00:00,26.0,Fear,6476.7099609375,3924080000,11,3
2018-10-18 12:00:00,26.0,Fear,6476.7099609375,3924080000,12,3
2018-10-18 13:00:00,26.0,Fear,6476.7099609375,3924080000,13,3
2018-10-18 14:00:00,26.0,Fear,6476.7099609375,3924080000,14,3
2018-10-18 15:00:00,26.0,Fear,6476.7099609375,3924080000,15,3
2018-10-18 16:00:00,26.0,Fear,6476.7099609375,3924080000,16,3
2018-10-18 17:00:00,26.0,Fear,6476.7099609375,3924080000,17,3
2018-10-18 18:00:00,26.0,Fear,6476.7099609375,3924080000,18,3
2018-10-18 19:00:00,26.0,Fear,6476.7099609375,3924080000,19,3
2018-10-18 20:00:00,26.0,Fear,6476.7099609375,3924080000,20,3
2018-10-18 21:00:00,26.0,Fear,6476.7099609375,3924080000,21,3
2018-10-18 22:00:00,26.0,Fear,6476.7099609375,3924080000,22,3
2018-10-18 23:00:00,26.0,Fear,6476.7099609375,3924080000,23,3
2018-10-19 00:00:00,24.0,Extreme Fear,6465.41015625,3578870000,0,4
2018-10-19 01:00:00,24.0,Extreme Fear,6465.41015625,3578870000,1,4
2018-10-19 02:00:00,24.0,Extreme Fear,6465.41015625,3578870000,2,4
2018-10-19 03:00:00,24.0,Extreme Fear,6465.41015625,3578870000,3,4
2018-10-19 04:00:00,24.0,Extreme Fear,6465.41015625,3578870000,4,4
2018-10-19 05:00:00,24.0,Extreme Fear,6465.41015625,3578870000,5,4
2018-10-19 06:00:00,24.0,Extreme Fear,6465.41015625,3578870000,6,4
2018-10-19 07:00:00,24.0,Extreme Fear,6465.41015625,3578870000,7,4
2018-10-19 08:00:00,24.0,Extreme Fear,6465.41015625,3578870000,8,4
2018-10-19 09:00:00,24.0,Extreme Fear,6465.41015625,3578870000,9,4
2018-10-19 10:00:00,24.0,Extreme Fear,6465.41015625,3578870000,10,4
2018-10-19 11:00:00,24.0,Extreme Fear,6465.41015625,3578870000,11,4
2018-10-19 12:00:00,24.0,Extreme Fear,6465.41015625,3578870000,12,4
2018-10-19 13:00:00,24.0,Extreme Fear,6465.41015625,3578870000,13,4
2018-10-19 14:00:00,24.0,Extreme Fear,6465.41015625,3578870000,14,4
2018-10-19 15:00:00,24.0,Extreme Fear,6465.41015625,3578870000,15,4
2018-10-19 16:00:00,24.0,Extreme Fear,6465.41015625,3578870000,16,4
2018-10-19 17:00:00,24.0,Extreme Fear,6465.41015625,3578870000,17,4
2018-10-19 18:00:00,24.0,Extreme Fear,6465.41015625,3578870000,18,4
2018-10-19 19:00:00,24.0,Extreme Fear,6465.41015625,3578870000,19,4
2018-10-19 20:00:00,24.0,Extreme Fear,6465.41015625,3578870000,20,4
2018-10-19 21:00:00,24.0,Extreme Fear,6465.41015625,3578870000,21,4
2018-10-19 22:00:00,24.0,Extreme Fear,6465.41015625,3578870000,22,4
2018-10-19 23:00:00,24.0,Extreme Fear,6465.41015625,3578870000,23,4
2018-10-20 00:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,0,5
2018-10-20 01:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,1,5
2018-10-20 02:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,2,5
2018-10-20 03:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,3,5
2018-10-20 04:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,4,5
2018-10-20 05:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,5,5
2018-10-20 06:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,6,5
2018-10-20 07:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,7,5
2018-10-20 08:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,8,5
2018-10-20 09:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,9,5
2018-10-20 10:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,10,5
2018-10-20 11:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,11,5
2018-10-20 12:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,12,5
2018-10-20 13:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,13,5
2018-10-20 14:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,14,5
2018-10-20 15:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,15,5
2018-10-20 16:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,16,5
2018-10-20 17:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,17,5
2018-10-20 18:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,18,5
2018-10-20 19:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,19,5
2018-10-20 20:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,20,5
2018-10-20 21:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,21,5
2018-10-20 22:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,22,5
2018-10-20 23:00:00,21.0,Extreme Fear,6489.18994140625,3379130000,23,5
2018-10-21 00:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,0,6
2018-10-21 01:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,1,6
2018-10-21 02:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,2,6
2018-10-21 03:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,3,6
2018-10-21 04:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,4,6
2018-10-21 05:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,5,6
2018-10-21 06:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,6,6
2018-10-21 07:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,7,6
2018-10-21 08:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,8,6
2018-10-21 09:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,9,6
2018-10-21 10:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,10,6
2018-10-21 11:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,11,6
2018-10-21 12:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,12,6
2018-10-21 13:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,13,6
2018-10-21 14:00:00,21.0,Extreme Fear,6482.35009765625,3253610000,14,6
